project,method_id,criterion,presentation,system,slot,rank,points
nanoXML,224,accuracy,1,GPT,1,2,3
nanoXML,224,accuracy,1,CLAUDE,3,3,2
nanoXML,224,accuracy,1,MISTRAL,2,4,1
nanoXML,224,content,0,QWEN,3,1,4
nanoXML,224,content,0,GPT,1,2,3
nanoXML,224,content,0,MISTRAL,2,3,2
nanoXML,224,content,0,CLAUDE,4,4,1
nanoXML,224,content,1,GPT,4,1,4
nanoXML,224,content,1,QWEN,2,2,3
nanoXML,224,content,1,CLAUDE,1,3,2
nanoXML,224,content,1,MISTRAL,3,4,1
nanoXML,224,conciseness,0,QWEN,2,1,4
nanoXML,224,conciseness,0,CLAUDE,3,2,3
nanoXML,224,conciseness,0,GPT,1,3,2
nanoXML,224,conciseness,0,MISTRAL,4,4,1
nanoXML,224,conciseness,1,CLAUDE,2,1,4
nanoXML,224,conciseness,1,GPT,4,2,3
nanoXML,224,conciseness,1,QWEN,3,3,2
nanoXML,224,conciseness,1,MISTRAL,1,4,1
nanoXML,224,what,0,GPT,2,1,4
nanoXML,224,what,0,QWEN,1,2,3
nanoXML,224,what,0,CLAUDE,3,3,2
nanoXML,224,what,0,MISTRAL,4,4,1
nanoXML,224,what,1,GPT,3,1,4
nanoXML,224,what,1,CLAUDE,2,2,3
nanoXML,224,what,1,QWEN,4,3,2
nanoXML,224,what,1,MISTRAL,1,4,1
nanoXML,224,why,0,MISTRAL,2,1,4
nanoXML,224,why,0,GPT,3,2,3
nanoXML,224,why,0,QWEN,4,3,2
nanoXML,224,why,0,CLAUDE,1,4,1
nanoXML,224,why,1,GPT,2,1,4
nanoXML,224,why,1,QWEN,1,2,3
nanoXML,224,why,1,MISTRAL,3,3,2
nanoXML,224,why,1,CLAUDE,4,4,1
nanoXML,224,how,0,GPT,1,1,4
nanoXML,224,how,0,QWEN,4,2,3
nanoXML,224,how,0,MISTRAL,3,3,2
nanoXML,224,how,0,CLAUDE,2,4,1
nanoXML,224,how,1,GPT,4,1,4
nanoXML,224,how,1,QWEN,1,2,3
nanoXML,224,how,1,MISTRAL,2,3,2
nanoXML,224,how,1,CLAUDE,3,4,1
nanoXML,225,accuracy,0,CLAUDE,4,1,4
nanoXML,225,accuracy,0,GPT,3,2,3
nanoXML,225,accuracy,0,MISTRAL,2,3,2
nanoXML,225,accuracy,0,QWEN,1,4,1
nanoXML,225,accuracy,1,GPT,2,1,4
nanoXML,225,accuracy,1,CLAUDE,1,2,3
nanoXML,225,accuracy,1,MISTRAL,3,3,2
nanoXML,225,accuracy,1,QWEN,4,4,1
nanoXML,225,content,0,CLAUDE,3,1,4
nanoXML,225,content,0,QWEN,2,2,3
nanoXML,225,content,0,GPT,1,3,2
nanoXML,225,content,0,MISTRAL,4,4,1
nanoXML,225,content,1,CLAUDE,2,1,4
nanoXML,225,content,1,GPT,4,2,3
nanoXML,225,content,1,MISTRAL,1,3,2
nanoXML,225,content,1,QWEN,3,4,1
nanoXML,225,conciseness,0,CLAUDE,2,1,4
nanoXML,225,conciseness,0,GPT,3,2,3
nanoXML,225,conciseness,0,QWEN,1,3,2
nanoXML,225,conciseness,0,MISTRAL,4,4,1
nanoXML,225,conciseness,1,CLAUDE,3,1,4
nanoXML,225,conciseness,1,GPT,2,2,3
nanoXML,225,conciseness,1,QWEN,4,3,2
nanoXML,225,conciseness,1,MISTRAL,1,4,1
nanoXML,225,what,0,CLAUDE,4,1,4
nanoXML,225,what,0,GPT,2,2,3
nanoXML,225,what,0,MISTRAL,3,3,2
nanoXML,225,what,0,QWEN,1,4,1
nanoXML,225,what,1,GPT,3,1,4
nanoXML,225,what,1,MISTRAL,2,2,3
nanoXML,225,what,1,CLAUDE,1,3,2
nanoXML,225,what,1,QWEN,4,4,1
nanoXML,225,why,0,CLAUDE,3,1,4
nanoXML,225,why,0,GPT,4,2,3
nanoXML,225,why,0,MISTRAL,2,3,2
nanoXML,225,why,0,QWEN,1,4,1
nanoXML,225,why,1,CLAUDE,2,1,4
nanoXML,225,why,1,GPT,1,2,3
nanoXML,225,why,1,MISTRAL,3,3,2
nanoXML,225,why,1,QWEN,4,4,1
nanoXML,225,how,0,CLAUDE,4,1,4
nanoXML,225,how,0,GPT,3,2,3
nanoXML,225,how,0,MISTRAL,1,3,2
nanoXML,225,how,0,QWEN,2,4,1
nanoXML,225,how,1,GPT,2,1,4
nanoXML,225,how,1,CLAUDE,1,2,3
nanoXML,225,how,1,MISTRAL,4,3,2
nanoXML,225,how,1,QWEN,3,4,1
nanoXML,226,accuracy,0,MISTRAL,2,1,4
nanoXML,226,accuracy,0,QWEN,4,2,3
nanoXML,226,accuracy,0,GPT,1,3,2
nanoXML,226,accuracy,0,CLAUDE,3,4,1
nanoXML,226,accuracy,1,CLAUDE,2,1,4
nanoXML,226,accuracy,1,MISTRAL,3,2,3
nanoXML,226,accuracy,1,GPT,4,3,2
nanoXML,226,accuracy,1,QWEN,1,4,1
nanoXML,226,content,0,GPT,3,1,4
nanoXML,226,content,0,QWEN,2,2,3
nanoXML,226,content,0,MISTRAL,1,3,2
nanoXML,226,content,0,CLAUDE,4,4,1
nanoXML,226,content,1,GPT,2,1,4
nanoXML,226,content,1,QWEN,3,2,3
nanoXML,226,content,1,MISTRAL,4,3,2
nanoXML,226,content,1,CLAUDE,1,4,1
nanoXML,226,conciseness,0,CLAUDE,2,1,4
nanoXML,226,conciseness,0,GPT,4,2,3
nanoXML,226,conciseness,0,MISTRAL,3,3,2
nanoXML,226,conciseness,0,QWEN,1,4,1
nanoXML,226,conciseness,1,QWEN,4,1,4
nanoXML,226,conciseness,1,MISTRAL,2,2,3
nanoXML,226,conciseness,1,CLAUDE,3,3,2
nanoXML,226,conciseness,1,GPT,1,4,1
nanoXML,226,what,0,QWEN,4,1,4
nanoXML,226,what,0,MISTRAL,1,2,3
nanoXML,226,what,0,GPT,3,3,2
nanoXML,226,what,0,CLAUDE,2,4,1
nanoXML,226,what,1,GPT,2,1,4
nanoXML,226,what,1,MISTRAL,4,2,3
nanoXML,226,what,1,QWEN,1,3,2
nanoXML,226,what,1,CLAUDE,3,4,1
nanoXML,226,why,0,QWEN,2,1,4
nanoXML,226,why,0,MISTRAL,4,2,3
nanoXML,226,why,0,GPT,3,3,2
nanoXML,226,why,0,CLAUDE,1,4,1
nanoXML,226,why,1,GPT,2,1,4
nanoXML,226,why,1,MISTRAL,1,2,3
nanoXML,226,why,1,QWEN,3,3,2
nanoXML,226,why,1,CLAUDE,4,4,1
nanoXML,226,how,0,GPT,2,1,4
nanoXML,226,how,0,MISTRAL,1,2,3
nanoXML,226,how,0,QWEN,4,3,2
nanoXML,226,how,0,CLAUDE,3,4,1
nanoXML,226,how,1,GPT,3,1,4
nanoXML,226,how,1,CLAUDE,2,2,3
nanoXML,226,how,1,MISTRAL,4,3,2
nanoXML,226,how,1,QWEN,1,4,1
nanoXML,227,accuracy,0,GPT,4,1,4
nanoXML,227,accuracy,0,MISTRAL,1,2,3
nanoXML,227,accuracy,0,QWEN,2,3,2
nanoXML,227,accuracy,0,CLAUDE,3,4,1
nanoXML,227,accuracy,1,CLAUDE,2,1,4
nanoXML,227,accuracy,1,QWEN,3,2,3
nanoXML,227,accuracy,1,MISTRAL,4,3,2
nanoXML,227,accuracy,1,GPT,1,4,1
nanoXML,227,content,0,GPT,3,1,4
nanoXML,227,content,0,QWEN,1,2,3
nanoXML,227,content,0,CLAUDE,2,3,2
nanoXML,227,content,0,MISTRAL,4,4,1
nanoXML,227,content,1,GPT,2,1,4
nanoXML,227,content,1,CLAUDE,3,2,3
nanoXML,227,content,1,QWEN,4,3,2
nanoXML,227,content,1,MISTRAL,1,4,1
nanoXML,227,conciseness,0,GPT,2,1,4
nanoXML,227,conciseness,0,CLAUDE,3,2,3
nanoXML,227,conciseness,0,MISTRAL,4,3,2
nanoXML,227,conciseness,0,QWEN,1,4,1
nanoXML,227,conciseness,1,CLAUDE,2,1,4
nanoXML,227,conciseness,1,GPT,3,2,3
nanoXML,227,conciseness,1,MISTRAL,1,3,2
nanoXML,227,conciseness,1,QWEN,4,4,1
nanoXML,227,what,0,CLAUDE,2,1,4
nanoXML,227,what,0,MISTRAL,3,2,3
nanoXML,227,what,0,GPT,1,3,2
nanoXML,227,what,0,QWEN,4,4,1
nanoXML,227,what,1,GPT,4,1,4
nanoXML,227,what,1,QWEN,1,2,3
nanoXML,227,what,1,MISTRAL,2,3,2
nanoXML,227,what,1,CLAUDE,3,4,1
nanoXML,227,why,0,GPT,4,1,4
nanoXML,227,why,0,QWEN,1,2,3
nanoXML,227,why,0,CLAUDE,3,3,2
nanoXML,227,why,0,MISTRAL,2,4,1
nanoXML,227,why,1,CLAUDE,2,1,4
nanoXML,227,why,1,GPT,1,2,3
nanoXML,227,why,1,MISTRAL,3,3,2
nanoXML,227,why,1,QWEN,4,4,1
nanoXML,227,how,0,GPT,2,1,4
nanoXML,227,how,0,QWEN,1,2,3
nanoXML,227,how,0,CLAUDE,3,3,2
nanoXML,227,how,0,MISTRAL,4,4,1
nanoXML,227,how,1,GPT,3,1,4
nanoXML,227,how,1,CLAUDE,2,2,3
nanoXML,227,how,1,MISTRAL,1,3,2
nanoXML,227,how,1,QWEN,4,4,1
nanoXML,228,accuracy,0,QWEN,2,1,4
nanoXML,228,accuracy,0,MISTRAL,1,2,3
nanoXML,228,accuracy,0,GPT,4,3,2
nanoXML,228,accuracy,0,CLAUDE,3,4,1
nanoXML,228,accuracy,1,MISTRAL,4,1,4
nanoXML,228,accuracy,1,QWEN,3,2,3
nanoXML,228,accuracy,1,CLAUDE,2,3,2
nanoXML,228,accuracy,1,GPT,1,4,1
nanoXML,228,content,0,MISTRAL,1,1,4
nanoXML,228,content,0,QWEN,3,2,3
nanoXML,228,content,0,GPT,4,3,2
nanoXML,228,content,0,CLAUDE,2,4,1
nanoXML,228,content,1,MISTRAL,4,1,4
nanoXML,228,content,1,QWEN,2,2,3
nanoXML,228,content,1,GPT,1,3,2
nanoXML,228,content,1,CLAUDE,3,4,1
nanoXML,228,conciseness,0,CLAUDE,4,1,4
nanoXML,228,conciseness,0,GPT,2,2,3
nanoXML,228,conciseness,0,QWEN,3,3,2
nanoXML,228,conciseness,0,MISTRAL,1,4,1
nanoXML,228,conciseness,1,GPT,3,1,4
nanoXML,228,conciseness,1,CLAUDE,1,2,3
nanoXML,228,conciseness,1,MISTRAL,4,3,2
nanoXML,228,conciseness,1,QWEN,2,4,1
nanoXML,228,what,0,GPT,2,1,4
nanoXML,228,what,0,QWEN,3,2,3
nanoXML,228,what,0,CLAUDE,1,3,2
nanoXML,228,what,0,MISTRAL,4,4,1
nanoXML,228,what,1,MISTRAL,1,1,4
nanoXML,228,what,1,QWEN,2,2,3
nanoXML,228,what,1,CLAUDE,4,3,2
nanoXML,228,what,1,GPT,3,4,1
nanoXML,228,why,0,GPT,2,1,4
nanoXML,228,why,0,QWEN,1,2,3
nanoXML,228,why,0,MISTRAL,3,3,2
nanoXML,228,why,0,CLAUDE,4,4,1
nanoXML,228,why,1,MISTRAL,2,1,4
nanoXML,228,why,1,GPT,3,2,3
nanoXML,228,why,1,CLAUDE,1,3,2
nanoXML,228,why,1,QWEN,4,4,1
nanoXML,228,how,0,MISTRAL,2,1,4
nanoXML,228,how,0,QWEN,3,2,3
nanoXML,228,how,0,CLAUDE,1,3,2
nanoXML,228,how,0,GPT,4,4,1
nanoXML,228,how,1,MISTRAL,3,1,4
nanoXML,228,how,1,QWEN,2,2,3
nanoXML,228,how,1,GPT,1,3,2
nanoXML,228,how,1,CLAUDE,4,4,1
nanoXML,229,accuracy,0,CLAUDE,3,1,4
nanoXML,229,accuracy,0,MISTRAL,2,2,3
nanoXML,229,accuracy,0,GPT,1,3,2
nanoXML,229,accuracy,0,QWEN,4,4,1
nanoXML,229,accuracy,1,CLAUDE,2,1,4
nanoXML,229,accuracy,1,GPT,4,2,3
nanoXML,229,accuracy,1,QWEN,1,3,2
nanoXML,229,accuracy,1,MISTRAL,3,4,1
nanoXML,229,content,0,CLAUDE,4,1,4
nanoXML,229,content,0,GPT,1,2,3
nanoXML,229,content,0,QWEN,2,3,2
nanoXML,229,content,0,MISTRAL,3,4,1
nanoXML,229,content,1,CLAUDE,1,1,4
nanoXML,229,content,1,GPT,4,2,3
nanoXML,229,content,1,MISTRAL,2,3,2
nanoXML,229,content,1,QWEN,3,4,1
nanoXML,229,conciseness,0,QWEN,3,1,4
nanoXML,229,conciseness,0,GPT,2,2,3
nanoXML,229,conciseness,0,MISTRAL,4,3,2
nanoXML,229,conciseness,0,CLAUDE,1,4,1
nanoXML,229,conciseness,1,GPT,3,1,4
nanoXML,229,conciseness,1,QWEN,2,2,3
nanoXML,229,conciseness,1,CLAUDE,4,3,2
nanoXML,229,conciseness,1,MISTRAL,1,4,1
nanoXML,229,what,0,CLAUDE,2,1,4
nanoXML,229,what,0,MISTRAL,3,2,3
nanoXML,229,what,0,QWEN,4,3,2
nanoXML,229,what,0,GPT,1,4,1
nanoXML,229,what,1,CLAUDE,3,1,4
nanoXML,229,what,1,MISTRAL,2,2,3
nanoXML,229,what,1,GPT,4,3,2
nanoXML,229,what,1,QWEN,1,4,1
nanoXML,229,why,0,CLAUDE,2,1,4
nanoXML,229,why,0,GPT,1,2,3
nanoXML,229,why,0,QWEN,3,3,2
nanoXML,229,why,0,MISTRAL,4,4,1
nanoXML,229,why,1,CLAUDE,3,1,4
nanoXML,229,why,1,GPT,4,2,3
nanoXML,229,why,1,MISTRAL,1,3,2
nanoXML,229,why,1,QWEN,2,4,1
nanoXML,229,how,0,CLAUDE,1,1,4
nanoXML,229,how,0,GPT,2,2,3
nanoXML,229,how,0,QWEN,4,3,2
nanoXML,229,how,0,MISTRAL,3,4,1
nanoXML,229,how,1,CLAUDE,4,1,4
nanoXML,229,how,1,GPT,3,2,3
nanoXML,229,how,1,MISTRAL,2,3,2
nanoXML,229,how,1,QWEN,1,4,1
nanoXML,230,accuracy,0,QWEN,2,1,4
nanoXML,230,accuracy,0,MISTRAL,3,2,3
nanoXML,230,accuracy,0,CLAUDE,4,3,2
nanoXML,230,accuracy,0,GPT,1,4,1
nanoXML,230,accuracy,1,MISTRAL,2,1,4
nanoXML,230,accuracy,1,QWEN,3,2,3
nanoXML,230,accuracy,1,CLAUDE,1,3,2
nanoXML,230,accuracy,1,GPT,4,4,1
nanoXML,230,content,0,QWEN,2,1,4
nanoXML,230,content,0,MISTRAL,1,2,3
nanoXML,230,content,0,CLAUDE,4,3,2
nanoXML,230,content,0,GPT,3,4,1
nanoXML,230,content,1,GPT,2,1,4
nanoXML,230,content,1,MISTRAL,4,2,3
nanoXML,230,content,1,QWEN,3,3,2
nanoXML,230,content,1,CLAUDE,1,4,1
nanoXML,230,conciseness,0,CLAUDE,1,1,4
nanoXML,230,conciseness,0,GPT,3,2,3
nanoXML,230,conciseness,0,QWEN,4,3,2
nanoXML,230,conciseness,0,MISTRAL,2,4,1
nanoXML,230,conciseness,1,GPT,2,1,4
nanoXML,230,conciseness,1,CLAUDE,4,2,3
nanoXML,230,conciseness,1,QWEN,1,3,2
nanoXML,230,conciseness,1,MISTRAL,3,4,1
nanoXML,230,what,0,CLAUDE,2,1,4
nanoXML,230,what,0,GPT,3,2,3
nanoXML,230,what,0,QWEN,1,3,2
nanoXML,230,what,0,MISTRAL,4,4,1
nanoXML,230,what,1,GPT,2,1,4
nanoXML,230,what,1,MISTRAL,1,2,3
nanoXML,230,what,1,QWEN,4,3,2
nanoXML,230,what,1,CLAUDE,3,4,1
nanoXML,230,why,0,CLAUDE,3,1,4
nanoXML,230,why,0,MISTRAL,2,2,3
nanoXML,230,why,0,QWEN,1,3,2
nanoXML,230,why,0,GPT,4,4,1
nanoXML,230,why,1,CLAUDE,2,1,4
nanoXML,230,why,1,MISTRAL,3,2,3
nanoXML,230,why,1,QWEN,4,3,2
nanoXML,230,why,1,GPT,1,4,1
nanoXML,230,how,0,CLAUDE,3,1,4
nanoXML,230,how,0,QWEN,1,2,3
nanoXML,230,how,0,MISTRAL,4,3,2
nanoXML,230,how,0,GPT,2,4,1
nanoXML,230,how,1,CLAUDE,2,1,4
nanoXML,230,how,1,MISTRAL,1,2,3
nanoXML,230,how,1,QWEN,4,3,2
nanoXML,230,how,1,GPT,3,4,1
nanoXML,231,accuracy,0,CLAUDE,2,1,4
nanoXML,231,accuracy,0,GPT,3,2,3
nanoXML,231,accuracy,0,MISTRAL,1,3,2
nanoXML,231,accuracy,0,QWEN,4,4,1
nanoXML,231,accuracy,1,MISTRAL,4,1,4
nanoXML,231,accuracy,1,CLAUDE,3,2,3
nanoXML,231,accuracy,1,GPT,2,3,2
nanoXML,231,accuracy,1,QWEN,1,4,1
nanoXML,231,content,0,GPT,2,1,4
nanoXML,231,content,0,CLAUDE,3,2,3
nanoXML,231,content,0,MISTRAL,1,3,2
nanoXML,231,content,0,QWEN,4,4,1
nanoXML,231,content,1,CLAUDE,2,1,4
nanoXML,231,content,1,MISTRAL,4,2,3
nanoXML,231,content,1,GPT,3,3,2
nanoXML,231,content,1,QWEN,1,4,1
nanoXML,231,conciseness,0,CLAUDE,2,1,4
nanoXML,231,conciseness,0,GPT,4,2,3
nanoXML,231,conciseness,0,MISTRAL,1,3,2
nanoXML,231,conciseness,0,QWEN,3,4,1
nanoXML,231,conciseness,1,CLAUDE,3,1,4
nanoXML,231,conciseness,1,MISTRAL,4,2,3
nanoXML,231,conciseness,1,GPT,1,3,2
nanoXML,231,conciseness,1,QWEN,2,4,1
nanoXML,231,what,0,CLAUDE,1,1,4
nanoXML,231,what,0,MISTRAL,4,2,3
nanoXML,231,what,0,GPT,3,3,2
nanoXML,231,what,0,QWEN,2,4,1
nanoXML,231,what,1,GPT,2,1,4
nanoXML,231,what,1,CLAUDE,4,2,3
nanoXML,231,what,1,MISTRAL,1,3,2
nanoXML,231,what,1,QWEN,3,4,1
nanoXML,231,why,0,CLAUDE,3,1,4
nanoXML,231,why,0,MISTRAL,4,2,3
nanoXML,231,why,0,GPT,1,3,2
nanoXML,231,why,0,QWEN,2,4,1
nanoXML,231,why,1,CLAUDE,2,1,4
nanoXML,231,why,1,GPT,4,2,3
nanoXML,231,why,1,MISTRAL,1,3,2
nanoXML,231,why,1,QWEN,3,4,1
nanoXML,231,how,0,MISTRAL,3,1,4
nanoXML,231,how,0,CLAUDE,4,2,3
nanoXML,231,how,0,GPT,1,3,2
nanoXML,231,how,0,QWEN,2,4,1
nanoXML,231,how,1,MISTRAL,2,1,4
nanoXML,231,how,1,GPT,4,2,3
nanoXML,231,how,1,CLAUDE,1,3,2
nanoXML,231,how,1,QWEN,3,4,1
nanoXML,263,accuracy,0,GPT,2,1,4
nanoXML,263,accuracy,0,CLAUDE,4,2,3
nanoXML,263,accuracy,0,QWEN,1,3,2
nanoXML,263,accuracy,0,MISTRAL,3,4,1
nanoXML,263,accuracy,1,CLAUDE,1,1,4
nanoXML,263,accuracy,1,MISTRAL,2,2,3
nanoXML,263,accuracy,1,QWEN,4,3,2
nanoXML,263,accuracy,1,GPT,3,4,1
nanoXML,263,content,0,CLAUDE,2,1,4
nanoXML,263,content,0,QWEN,4,2,3
nanoXML,263,content,0,MISTRAL,1,3,2
nanoXML,263,content,0,GPT,3,4,1
nanoXML,263,content,1,CLAUDE,3,1,4
nanoXML,263,content,1,GPT,2,2,3
nanoXML,263,content,1,QWEN,1,3,2
nanoXML,263,content,1,MISTRAL,4,4,1
nanoXML,263,conciseness,0,MISTRAL,3,1,4
nanoXML,263,conciseness,0,CLAUDE,4,2,3
nanoXML,263,conciseness,0,GPT,2,3,2
nanoXML,263,conciseness,0,QWEN,1,4,1
nanoXML,263,conciseness,1,MISTRAL,2,1,4
nanoXML,263,conciseness,1,QWEN,4,2,3
nanoXML,263,conciseness,1,CLAUDE,1,3,2
nanoXML,263,conciseness,1,GPT,3,4,1
nanoXML,263,what,0,CLAUDE,3,1,4
nanoXML,263,what,0,GPT,1,2,3
nanoXML,263,what,0,QWEN,4,3,2
nanoXML,263,what,0,MISTRAL,2,4,1
nanoXML,263,what,1,CLAUDE,2,1,4
nanoXML,263,what,1,QWEN,1,2,3
nanoXML,263,what,1,MISTRAL,3,3,2
nanoXML,263,what,1,GPT,4,4,1
nanoXML,263,why,0,CLAUDE,3,1,4
nanoXML,263,why,0,QWEN,2,2,3
nanoXML,263,why,0,GPT,1,3,2
nanoXML,263,why,0,MISTRAL,4,4,1
nanoXML,263,why,1,CLAUDE,2,1,4
nanoXML,263,why,1,MISTRAL,1,2,3
nanoXML,263,why,1,QWEN,3,3,2
nanoXML,263,why,1,GPT,4,4,1
nanoXML,263,how,0,GPT,1,1,4
nanoXML,263,how,0,CLAUDE,2,2,3
nanoXML,263,how,0,MISTRAL,4,3,2
nanoXML,263,how,0,QWEN,3,4,1
nanoXML,263,how,1,GPT,4,1,4
nanoXML,263,how,1,MISTRAL,1,2,3
nanoXML,263,how,1,CLAUDE,3,3,2
nanoXML,263,how,1,QWEN,2,4,1
nanoXML,264,accuracy,0,QWEN,2,1,4
nanoXML,264,accuracy,0,GPT,1,2,3
nanoXML,264,accuracy,0,CLAUDE,3,3,2
nanoXML,264,accuracy,0,MISTRAL,4,4,1
nanoXML,264,accuracy,1,GPT,4,1,4
nanoXML,264,accuracy,1,QWEN,3,2,3
nanoXML,264,accuracy,1,CLAUDE,2,3,2
nanoXML,264,accuracy,1,MISTRAL,1,4,1
nanoXML,264,content,0,QWEN,2,1,4
nanoXML,264,content,0,GPT,3,2,3
nanoXML,264,content,0,CLAUDE,4,3,2
nanoXML,264,content,0,MISTRAL,1,4,1
nanoXML,264,content,1,GPT,2,1,4
nanoXML,264,content,1,CLAUDE,1,2,3
nanoXML,264,content,1,QWEN,3,3,2
nanoXML,264,content,1,MISTRAL,4,4,1
nanoXML,264,conciseness,0,CLAUDE,2,1,4
nanoXML,264,conciseness,0,GPT,4,2,3
nanoXML,264,conciseness,0,QWEN,3,3,2
nanoXML,264,conciseness,0,MISTRAL,1,4,1
nanoXML,264,conciseness,1,MISTRAL,4,1,4
nanoXML,264,conciseness,1,GPT,1,2,3
nanoXML,264,conciseness,1,CLAUDE,3,3,2
nanoXML,264,conciseness,1,QWEN,2,4,1
nanoXML,264,what,0,GPT,2,1,4
nanoXML,264,what,0,CLAUDE,1,2,3
nanoXML,264,what,0,QWEN,4,3,2
nanoXML,264,what,0,MISTRAL,3,4,1
nanoXML,264,what,1,QWEN,1,1,4
nanoXML,264,what,1,GPT,3,2,3
nanoXML,264,what,1,MISTRAL,2,3,2
nanoXML,264,what,1,CLAUDE,4,4,1
nanoXML,264,why,0,MISTRAL,2,1,4
nanoXML,264,why,0,GPT,1,2,3
nanoXML,264,why,0,QWEN,4,3,2
nanoXML,264,why,0,CLAUDE,3,4,1
nanoXML,264,why,1,MISTRAL,3,1,4
nanoXML,264,why,1,GPT,4,2,3
nanoXML,264,why,1,QWEN,1,3,2
nanoXML,264,why,1,CLAUDE,2,4,1
nanoXML,264,how,0,GPT,2,1,4
nanoXML,264,how,0,QWEN,1,2,3
nanoXML,264,how,0,CLAUDE,3,3,2
nanoXML,264,how,0,MISTRAL,4,4,1
nanoXML,264,how,1,GPT,3,1,4
nanoXML,264,how,1,CLAUDE,2,2,3
nanoXML,264,how,1,QWEN,4,3,2
nanoXML,264,how,1,MISTRAL,1,4,1
nanoXML,288,accuracy,0,CLAUDE,1,1,4
nanoXML,288,accuracy,0,GPT,3,2,3
nanoXML,288,accuracy,0,MISTRAL,2,3,2
nanoXML,288,accuracy,0,QWEN,4,4,1
nanoXML,288,accuracy,1,CLAUDE,4,1,4
nanoXML,288,accuracy,1,GPT,2,2,3
nanoXML,288,accuracy,1,QWEN,1,3,2
nanoXML,288,accuracy,1,MISTRAL,3,4,1
nanoXML,288,content,0,CLAUDE,2,1,4
nanoXML,288,content,0,GPT,3,2,3
nanoXML,288,content,0,QWEN,4,3,2
nanoXML,288,content,0,MISTRAL,1,4,1
nanoXML,288,content,1,CLAUDE,3,1,4
nanoXML,288,content,1,GPT,2,2,3
nanoXML,288,content,1,QWEN,1,3,2
nanoXML,288,content,1,MISTRAL,4,4,1
nanoXML,288,conciseness,0,CLAUDE,4,1,4
nanoXML,288,conciseness,0,QWEN,2,2,3
nanoXML,288,conciseness,0,GPT,3,3,2
nanoXML,288,conciseness,0,MISTRAL,1,4,1
nanoXML,288,conciseness,1,CLAUDE,1,1,4
nanoXML,288,conciseness,1,MISTRAL,4,2,3
nanoXML,288,conciseness,1,GPT,2,3,2
nanoXML,288,conciseness,1,QWEN,3,4,1
nanoXML,288,what,0,CLAUDE,1,1,4
nanoXML,288,what,0,MISTRAL,2,2,3
nanoXML,288,what,0,QWEN,4,3,2
nanoXML,288,what,0,GPT,3,4,1
nanoXML,288,what,1,CLAUDE,4,1,4
nanoXML,288,what,1,QWEN,1,2,3
nanoXML,288,what,1,GPT,2,3,2
nanoXML,288,what,1,MISTRAL,3,4,1
nanoXML,288,why,0,GPT,2,1,4
nanoXML,288,why,0,QWEN,4,2,3
nanoXML,288,why,0,CLAUDE,1,3,2
nanoXML,288,why,0,MISTRAL,3,4,1
nanoXML,288,why,1,GPT,3,1,4
nanoXML,288,why,1,QWEN,1,2,3
nanoXML,288,why,1,CLAUDE,4,3,2
nanoXML,288,why,1,MISTRAL,2,4,1
nanoXML,288,how,0,GPT,1,1,4
nanoXML,288,how,0,CLAUDE,2,2,3
nanoXML,288,how,0,QWEN,4,3,2
nanoXML,288,how,0,MISTRAL,3,4,1
nanoXML,288,how,1,GPT,4,1,4
nanoXML,288,how,1,CLAUDE,3,2,3
nanoXML,288,how,1,QWEN,1,3,2
nanoXML,288,how,1,MISTRAL,2,4,1
nanoXML,402,accuracy,0,CLAUDE,4,1,4
nanoXML,402,accuracy,0,GPT,3,2,3
nanoXML,402,accuracy,0,MISTRAL,1,3,2
nanoXML,402,accuracy,0,QWEN,2,4,1
nanoXML,402,accuracy,1,GPT,2,1,4
nanoXML,402,accuracy,1,CLAUDE,1,2,3
nanoXML,402,accuracy,1,QWEN,3,3,2
nanoXML,402,accuracy,1,MISTRAL,4,4,1
nanoXML,402,content,0,MISTRAL,2,1,4
nanoXML,402,content,0,GPT,1,2,3
nanoXML,402,content,0,CLAUDE,3,3,2
nanoXML,402,content,0,QWEN,4,4,1
nanoXML,402,content,1,CLAUDE,2,1,4
nanoXML,402,content,1,GPT,4,2,3
nanoXML,402,content,1,MISTRAL,3,3,2
nanoXML,402,content,1,QWEN,1,4,1
nanoXML,402,conciseness,0,CLAUDE,3,1,4
nanoXML,402,conciseness,0,QWEN,4,2,3
nanoXML,402,conciseness,0,GPT,1,3,2
nanoXML,402,conciseness,0,MISTRAL,2,4,1
nanoXML,402,conciseness,1,CLAUDE,2,1,4
nanoXML,402,conciseness,1,GPT,4,2,3
nanoXML,402,conciseness,1,QWEN,1,3,2
nanoXML,402,conciseness,1,MISTRAL,3,4,1
nanoXML,402,what,0,CLAUDE,3,1,4
nanoXML,402,what,0,QWEN,2,2,3
nanoXML,402,what,0,GPT,4,3,2
nanoXML,402,what,0,MISTRAL,1,4,1
nanoXML,402,what,1,CLAUDE,2,1,4
nanoXML,402,what,1,GPT,1,2,3
nanoXML,402,what,1,QWEN,3,3,2
nanoXML,402,what,1,MISTRAL,4,4,1
nanoXML,402,why,0,QWEN,3,1,4
nanoXML,402,why,0,GPT,2,2,3
nanoXML,402,why,0,CLAUDE,4,3,2
nanoXML,402,why,0,MISTRAL,1,4,1
nanoXML,402,why,1,QWEN,2,1,4
nanoXML,402,why,1,GPT,3,2,3
nanoXML,402,why,1,CLAUDE,1,3,2
nanoXML,402,why,1,MISTRAL,4,4,1
nanoXML,402,how,0,QWEN,4,1,4
